33 256,33186,29036
upahani,upahan,i aor
upahaññati,upahaññ,ati pr
upahaññi,upahaññ,i aor
upahāra,upahār,a m
upahata,upahat,a pp
upahattu,upahatt,u3 m
upajīvati,upajīv,ati pr
upajīvi,upajīv,i aor
upajīvī,upajīv,ī adj
upajjha,upajjh,a m
upajjhāya,upajjhāy,a m
upajjhāyalesa,upajjhāyales,a m
upaka,upak,a adj
upakaccha,upakacch,aṃ nt
upakacchaka,upakacchak,aṃ nt
upakaḍḍhati,upakaḍḍh,ati pr
upakaḍḍhi,upakaḍḍh,i aor
upakaḍḍhita,upakaḍḍhit,a pp
upakaṇṇaka,upakaṇṇak,aṃ nt
upakaṇṇake,ind,
upakappana,upakappan,aṃ nt
upakappanā,upakappan,ā f
upakappati,upakapp,ati pr
upakāra 1,upakār,a adj
upakāra 2,upakār,a m
upakāraka,upakārak,a adj
upakaraṇa,upakaraṇ,aṃ nt
upakari,upakar,i aor
upakārī,upakār,ī m
upakārikā,upakārik,ā f
upakaroti,upakar,oti pr
upakaṭṭha,upakaṭṭh,a adj
upakkama 1,upakkam,a m
upakkama 2,upakkam,a m
upakkamadhātu,upakkamadhāt,u1 f
upakkamana,upakkaman,aṃ nt
upakkamati,upakkam,ati pr
upakkamavant,upakkamav,ant adj
upakkami,upakkam,i aor
upakkhalana,upakkhalan,aṃ nt
upakkhaṭa 1,upakkhaṭ,a adj
upakkhaṭa 2,upakkhaṭ,a adj
upakkilesa,upakkiles,a m
upakkiliṭṭha,upakkiliṭṭh,a adj
upakkītaka,upakkītak,a m
upakkosa,upakkos,a m
upakkosati,upakkos,ati pr
upakkosi,upakkos,i aor
upakkuṭṭha,upakkuṭṭh,a pp
upakūjati,upakūj,ati pr
upakūji,upakūj,i aor
upakūjita,upakūjit,a pp
upakūlita,upakūlit,a pp
upala 1,upal,a m
upala 2,upal,a m
upalabbha,ind,
upalabbhamāna,upalabbh,amāna prp
upalabbhati,upalabbh,ati pr
upalabhati,upalabh,ati pr
upalabhi,upalabh,i aor
upaladdha,upaladdh,a pp
upaladdhi,upaladdh,i f
upalakkesi,upalakk,esi aor
upalakketi,upalakk,eti pr
upalakkhaṇā,upalakkhaṇ,ā f
upalakkhita,upalakkhit,a pp
upalālesi,upalāl,esi aor
upalāleti,upalāl,eti pr
upalālita,upalālit,a pp
upalāpana,upalāpan,aṃ nt
upalāpesi,upalāp,esi aor
upalāpeti,upalāp,eti pr
upalāpita,upalāpit,a pp
upalepa,upalep,a m
upalepana,upalepan,aṃ nt
upalimpana,upalimpan,aṃ nt
upalimpati 1,upalimp,ati pr
upalimpati 2,upalimp,ati pr
upalimpeti,upalimp,eti pr
upalimpi,upalimp,i aor
upalitta,upalitt,a pp
upama,upam,a adj
upamā,upam,ā f
upamaṃ te karissāmi,ind,
upamāna,upamān,aṃ nt
upamaṇikaṃ,ind,
upamāyapidhekacce,ind,
upamesi,upam,esi aor
upameti,upam,eti pr
upametvā,ind,
upameyya,upameyy,a adj
upamita,upamit,a pp
upamīyati,upamīy,ati pr
upanaddha,upanaddh,a pp
upanagara,upanagar,aṃ nt
upanagaraṃ,ind,
upanāha,upanāh,a m
upanāhī,upanāh,ī adj
upanamana,upanaman,aṃ nt
upanamanta,upanam,anta prp
upanamati,upanam,ati pr
upanāmesi 1,upanām,esi aor
upanāmetabba,upanāmetabb,a ptp
upanāmeti,upanām,eti pr
upanami,upanam,i aor
upanāmita,upanāmit,a pp
upanandhati,upanandh,ati pr
upanandhi,upanandh,i aor
upanata,upanat,a pp
upanayana,upanayan,aṃ nt
upanayhanā,upanayhan,ā f
upanayhati 1,upanayh,ati pr
upanayhati 2,upanayh,ati pr
upanayhi,upanayh,i aor
upanāyika 1,upanāyik,a adj
upanāyika 2,upanāyik,a adj
upanenta,upan,enta prp
upanesi 1,upan,esi aor
upanesi 2,upan,esi aor
upanesi 3,upan,esi aor
upaneti 1,upan,eti pr
upaneti 2,upan,eti pr
upanetvā,ind,
upanibaddha,upanibaddh,a pp
upanibandha,upanibandh,a pp
upanibandhana,upanibandhan,aṃ nt
upanibandhati,upanibandh,ati pr
upanibandhi,upanibandh,i aor
upanibhandha,upanibhandh,a m
upanidhā,upanidh,ā f
upanidhāya,ind,
upanidhi 1,upanidh,i m
upanidhi 2,upanidh,i m
upanigghāna,upanigghān,aṃ nt
upanighaṃsati,upanighaṃs,ati pr
upanighaṃsi,upanighaṃs,i aor
upanīhātuṃ,ind,
upanijjhāyati,upanijjhāy,ati pr
upanijjhayi,upanijjhay,i aor
upanijjhāyita,upanijjhāyit,a pp
upanikkhami,upanikkham,i aor
upanikkhepa,upanikkhep,a m
upanikkhipana,upanikkhipan,aṃ nt
upanikkhipati,upanikkhip,ati pr
upanikkhipi,upanikkhip,i aor
upanikkhitta,upanikkhitt,a pp
upanipajjati,upanipajj,ati pr
upanipajji,upanipajj,i aor
upanipanna,upanipann,a adj
upanisā 1,upanis,ā f
upanisā 2,upanis,ā f
upanisā 3,upanis,ā f
upanisevati,upanisev,ati pr
upanisīdati,upanisīd,ati pr
upanisīdi,upanisīd,i aor
upanisinna,upanisinn,a adj
upanissaya,upanissay,a m
upanissāya 1,ind,
upanissāya 2,ind,
upanissayati,upanissay,ati pr
upanissayi,upanissay,i aor
upanissita,upanissit,a adj
upanīta 1,upanīt,a adj
upanīta 2,upanīt,a pp
upanīta 3,upanīt,a pp
upanītavaya,upanītavay,a adj
upanivattati,upanivatt,ati pr
upanīya,ind,
upanīyati,upanīy,ati pr
upaññāsi,upaññ,āsi aor
upaññāta,upaññāt,a pp
upaññissaṃ,ñ,issati fut
upantika,upantik,a adj
upapajja,upapajj,a adj
upapajjamāna,upapajj,amāna prp
upapajjati,upapajj,ati pr
upapajji,upapajj,i aor
upapanna 1,upapann,a pp
upapanna 2,upapann,a adj
upapanna 3,upapann,a pp
upapāramī,upapāram,ī f
upaparikkhā,upaparikkh,ā f
upaparikkhana,upaparikkhan,aṃ nt
upaparikkhanta,upaparikkh,anta prp
upaparikkhati,upaparikkh,ati pr
upaparikkhi,upaparikkh,i aor
upaparikkhī,upaparikkh,ī adj
upaparikkhitabba,upaparikkhitabb,a ptp
upapāta,upapāt,a m
upapatti 1,upapatt,i f
upapatti 2,upapatt,i f
upapīḷā,upapīḷ,ā f
upapīḷaka,upapīḷak,a adj
uparājā,upa,rājā m
uparajja,uparajj,aṃ nt
uparamana,uparaman,aṃ nt
uparamati,uparam,ati pr
upārambha,upārambh,a m
upārambhānisaṃsa,upārambhānisaṃs,a m
uparami,uparam,i aor
uparata,uparat,a pp
uparati,uparat,i f
upari 1,ind,
upari 2,ind,
upari 3,ind,
uparibhāga,uparibhāg,a m
uparighaṭā,uparighaṭ,ā f
uparima,uparim,a adj
uparimukha,uparimukh,a adj
uparipabbata,uparipabbat,a m
uparipāsāda,uparipāsād,a m
upariṭṭha,upariṭṭh,a adj
uparivehāsa,uparivehās,a adj
uparivehāsakuṭi,uparivehāsakuṭ,i f
vehāsakuṭi,vehāsakuṭ,i f
uparodhana,uparodhan,aṃ nt
uparodheti,uparodh,eti pr
uparuddha 1,uparuddh,a pp
uparuddha 2,uparuddh,a pp
uparujjhati,uparujjh,ati pr
uparujjhi,uparujjh,i aor
uparundhati,uparundh,ati pr
uparundhi,uparundh,i aor
uparundhiya,ind,
upasagga 1,upasagg,a m
upasagga 2,upasagg,a m
upāsaka,upāsak,a m
upāsakatta,upāsakatt,aṃ nt
upasama,upasam,a m
upasamādhiṭṭhāna,upasamādhiṭṭhān,a adj
upasamana,upasaman,aṃ nt
upasamapadā,upasamapad,ā f
upasamasukha,upasamasukh,aṃ nt
upasamesi,upasam,esi aor
upasameti,upasam,eti pr
upasaṃhāra,upasaṃhār,a m
upasaṃharaṇa,upasaṃharaṇ,aṃ nt
upasaṃharati 1,upasaṃhar,ati pr
upasaṃharati 2,upasaṃhar,ati pr
upasaṃharati 3,upasaṃhar,ati pr
upasaṃharati 4,upasaṃhar,ati pr
upasaṃhari,upasaṃ,har aor
upasaṃhaṭa,upasaṃhaṭ,a pp
upasaṃhita,upasaṃhit,a adj
upasamita,upasamit,a pp
upasammati 1,upasamm,ati pr
upasammati 2,upasamm,ati pr
upasampadā 1,upasampad,ā f
upasampadā 2,upasampad,ā f
upasampādesi,upasampād,esi aor
upasampādeti,upasampād,eti pr
upasampādita,upasampādit,a pp
upasampajja 1,ind,
upasampajja 2,ind,
upasampajjati,upasampajj,ati pr
upasampajji,upasampajj,i aor
upasampanna 1,upasampann,a m
ekatoupasampannā,ekatoupasampann,ā f
upasampanna 2,upasampann,a pp
upasampanna 3,upasampann,a pp
upāsana 1,upāsan,aṃ nt
upāsana 2,upāsan,aṃ nt
upāsana 3,upāsan,aṃ nt
upasañhita,upasañhit,a adj
upasaṅkamana,upasaṅkaman,aṃ nt
upasaṅkamanta,upasaṅkam,anta prp
upasaṅkamati,upasaṅkam,ati pr
upasaṅkami,upasaṅkam,i aor
upasaṅkamitabba,upasaṅkamitabb,a ptp
upasaṅkamitu,upasaṅkamit,u3 m
upasaṅkamituṃ,ind,
upasaṅkamitvā,ind,
upasaṅkamma,ind,
upasaṅkanta,upasaṅkant,a pp
upasaṅkheyya,upasaṅkheyy,a adj
upasanta,upasant,a adj
upasaradaṃ,ind,
upāsati,upās,ati pr
upasecana,upasecan,aṃ nt
upasevanā,upasevan,ā f
upasevati,upasev,ati pr
upasevi,upasev,i aor
upasevī,upasev,ī adj
upāsikā,upāsik,ā f
upasiṅghana,upasiṅghan,aṃ nt
upasiṅghanta,upasiṅgh,anta prp
upasiṅghati,upasiṅgh,ati pr
upasiṅghi,upasiṅgh,i aor
upāsita,upāsit,a pp
upasobhati,upasobh,ati pr
upasobhesi,upasobh,esi aor
upasobheti,upasobh,eti pr
upasobhi,upasobh,i aor
upasobhita,upasobhit,a pp
upasosesi,upasos,esi aor
upasoseti,upasos,eti pr
upasosita,upasosit,a pp
upassaṭṭha,upassaṭṭh,a pp
upassaya,upassay,a m
upassuti,upassut,i f
upassutika,upassutik,a m
upasussana,upasussan,aṃ nt
upasussati,upasuss,ati pr
upasussi,upasuss,i aor
upatāpa,upatāp,a m
upatāpaka,upatāpak,a adj
upatāpana,upatāpan,aṃ nt
upatāpesi,upatāp,esi aor
upatāpeti,upatāp,eti pr
upatāpita,upatāpit,a pp
upatappati,upatapp,ati pr
upatappi,upatapp,i aor
upatiṭṭhati,upatiṭṭh,ati pr
upātivatta,upātivatt,a pp
upātivattati 1,upātivatt,ati pr
upātivattati 2,upātivatt,ati pr
upātivattittho,upātivatt,a perf
upatthaddha,upatthaddh,a adj
upaṭṭhahati 1,upaṭṭhah,ati pr
upaṭṭhahati 2,upaṭṭhah,ati pr
upaṭṭhahati 3,upaṭṭhah,ati pr
upaṭṭhahati 4,upaṭṭhah,ati pr
upaṭṭhahi,upaṭṭhah,i aor
upaṭṭhahitvā,ind,
upaṭṭhāka 1,upaṭṭhāk,a m
upaṭṭhāka 2,upaṭṭhāk,a m
upaṭṭhāka 3,upaṭṭhāk,a m
upaṭṭhākakula,upaṭṭhākakul,aṃ nt
upatthambha,upatthambh,a m
upatthambhaka,upatthambhak,a adj
upatthambhana,upatthambhan,aṃ nt
upatthambhesi,upatthambh,esi aor
upatthambheti,upatthambh,eti pr
upatthambhita,upatthambhit,a pp
upaṭṭhāna,upaṭṭhān,aṃ nt
upaṭṭhānapuppha,upaṭṭhānapupph,aṃ nt
upaṭṭhānasālā,upaṭṭhānasāl,ā f
upaṭṭhāpayanta,upaṭṭhāpay,anta prp
upaṭṭhapesi,upaṭṭhap,esi aor
upaṭṭhāpesi,upaṭṭhāp,esi aor
upaṭṭhāpetabba,upaṭṭhāpetabb,a ptp
upaṭṭhapeti 1,upaṭṭhap,eti pr
upaṭṭhapeti 2,upaṭṭhap,eti pr
upaṭṭhāpeti 1,upaṭṭhāp,eti pr
upaṭṭhāpeti 2,upaṭṭhāp,eti pr
upaṭṭhāpeti 3,upaṭṭhāp,eti pr
upaṭṭhāpeti 4,upaṭṭhāp,eti pr
upaṭṭhāpeti 5,upaṭṭhāp,eti pr
upaṭṭhāpetuṃ,ind,
upaṭṭhapetvā,ind,
upaṭṭhāpetvā,ind,
upatthara,upatthar,a m
upaṭṭhāsi 1,upaṭṭh,āsi aor
upaṭṭhāsi 2,upaṭṭh,āsi aor
upaṭṭhāti,upaṭṭh,āti pr
upaṭṭhita 1,upaṭṭhit,a pp
upaṭṭhita 2,upaṭṭhit,a pp
upaṭṭhita 3,upaṭṭhit,a pp
upaṭṭhitasati,upaṭṭhitasat,i adj
upaṭṭhitassati,upaṭṭhitassat,i adj
upaṭṭhitvā,ind,
upaṭṭhiyamāna,upaṭṭhiy,amāna prp
upavāda,upavād,a m
upavādaka,upavādak,a m
upavadati,upavad,ati pr
upavadhu,ind,
upavadi,upavad,i aor
upavādī,upavād,ī m
upavajja 1,upavajj,a adj
upavajja 2,upavajj,a ptp
upavajjakula,upavajjakul,aṃ nt
upavana,upavan,aṃ nt
upavāsa,upavās,a m
upavāsana,upavāsan,aṃ nt
upavasati,upavas,ati pr
upavāsesi,upavās,esi aor
upavāseti,upavās,eti pr
upavasi,upavas,i aor
upavasissaṃ,upavas,i aor irreg
upavassaṃ,ind,
upavattana,upavattan,a adj
upavattane,ind,
upavāyati,upavāy,ati pr
upavāyi,upavāy,i aor
upavhayati,upavhay,ati pr
upavhayeyya,upavhay,eyya opt
upavicāra,upavicār,a m
upavicarati,upavicar,ati pr
upavīṇa,upavīṇ,a m
upavisati,upavis,ati pr
upavisi,upavis,i aor
upāvisi,upāvis,i aor
upavīta,upavīt,a pp
upaviṭṭha,upaviṭṭh,a pp
upavīyati,upavīy,ati pr
upavīyi,upavīy,i aor
upavutta,upavutt,a pp
upavuttha 1,upavutth,a pp
upavuttha 2,upavutth,a pp
upaya 1,upay,a m
upaya 2,upay,a m
upaya 3,upay,a m
upāya 1,upāy,a m
upāya 2,upāy,a m
upayācati,upayāc,ati pr
upayāci,upayāc,i aor
upāyakosalla,upāyakosall,aṃ nt
upāyakusala,upāyakusal,a adj
upāyana,upāyan,aṃ nt
upāyāsa,upāyās,a m
upāyāsabahula,upāyāsabahul,a adj
upāyāsitatta,upāyāsitatt,aṃ nt
upayāti,upay,āti pr
upayoga,upayog,a m
upayuñjati,upayuñj,ati pr
upayuñji,upayuñj,i aor
upayupādāna,upayupādān,aṃ nt
upāyūpādāna,upāyūpādān,a m
upayupādānābhinivesavinibandha,upayupādānābhinivesavinibandh,a m
ūpayutta,ūpayutt,a pp
upecca,ind,
upehisi,upe,hiti fut
upehiti,upe,hiti fut
upekhā,upekh,ā f
upekhitvā,ind,
upekkhā,upekkh,ā f
upekkhaka,upekkhak,a adj
upekkhanā,upekkhan,ā f
upekkhānimitta,upekkhānimitt,aṃ nt
upekkhāpāramī,upekkhāpāram,ī f
upekkhāsahagata,upekkhāsahagat,a adj
upekkhāsambojjhaṅga,upekkhāsambojjhaṅg,a m
upekkhāsatipārisuddhi,upekkhāsatipārisuddh,i f
upekkhāsatisaṃsuddha,upekkhāsatisaṃsuddh,aṃ nt
upekkhāsetadantavant,upekkhāsetadantav,ant adj
upekkhāsukha,upekkhāsukh,aṃ nt
upekkhati,upekkh,ati pr
upekkhāṭṭhānīya,upekkhāṭṭhānīy,a adj
upekkhi,upekkh,i aor
upekkhiya,ind,
upekkhūpavicāra,upekkhūpavicār,a m
upesi,up,esi aor
upeta,upet,a pp
upeti 1,up,eti pr
upeti 2,up,eti pr
upeti 3,up,eti pr
upeti 4,up,eti pr
upetvā,ind,
upiya,upiy,a adj
uplavana,uplavan,aṃ nt
uplavati,uplav,ati pr
uplavi,uplav,i aor
uplāvita,uplāvit,a adj
uposatha,uposath,a m
uposathadivasa,uposathadivas,a m
uposathagāra,uposathagār,aṃ nt
uposathagga,uposathagg,aṃ nt
uposathakamma,uposathakamm,aṃ nt
uposathaṃ karoti,ind,
uposathika,uposathik,a adj
uppabbajati,uppabbaj,ati pr
uppabbājesi,uppabbāj,esi aor
uppabbājeti,uppabbāj,eti pr
uppabbājetvā,ind,
uppabbaji,uppabbaj,i aor
uppabbajita,uppabbajit,a pp
uppabbājita,uppabbājit,a pp
ūppabbajitvā,ind,
uppāda 1,uppād,a m
uppāda 2,uppād,a m
uppādaka,uppādak,a adj
uppādana,uppādan,aṃ nt
uppādayati,uppāday,ati pr
uppādesi,uppād,esi aor
uppādeti,uppād,eti pr
uppādetu,uppādet,u3 m
uppādetukāma,uppādetukām,a adj
uppādetuṃ,ind,
uppādetvā,ind,
ūppādetvā,ind,
uppādita,uppādit,a pp
uppajja,ind,
uppajjamāna 1,uppajjamān,a adj
uppajjamāna 2,uppajj,amāna prp
uppajjana,uppajjan,aṃ nt
uppajjanaka,uppajjanak,a adj
uppajjati 1,uppajj,ati pr
uppajjati 2,uppajj,ati pr
uppajjati 3,uppajj,ati pr
uppajji,uppajj,i aor
uppajjissa,uppajj,issa cond
uppajjitabba,uppajjitabb,a ptp
uppakka,uppakk,a adj
uppala,uppal,aṃ nt
uppalahattha,uppalahatth,aṃ nt
uppalinī,uppalin,ī f
uppaṇḍanā,uppaṇḍan,ā f
uppaṇḍesi,uppaṇḍ,esi aor
uppaṇḍeti,uppaṇḍ,eti pr
uppaṇḍita,uppaṇḍit,a pp
uppaṇḍukajāta,uppaṇḍukajāt,a adj
uppanna,uppann,a pp
uppannuppanna,uppannuppann,a adj
uppāta 1,uppāt,a m
uppāta 2,uppāt,a m
uppatamāna,uppat,amāna prp
uppatana,uppatan,aṃ nt
uppāṭana,uppāṭan,aṃ nt
uppāṭanaka,uppāṭanak,a adj
uppatati,uppat,ati pr
uppāṭeti,uppāṭ,eti pr
uppāṭetvā,ind,
uppatha,uppath,a m
uppati,uppat,i aor
uppaṭipāṭi,uppaṭipāṭ,i f
uppatita,uppatit,a pp
uppāṭita,uppāṭit,a pp
uppatitvā,ind,
uppaṭiyā,ind,
uppatti,uppatt,i f
uppīḷana,uppīḷan,aṃ nt
uppīḷesi,uppīḷ,esi aor
uppīḷeti,uppīḷ,eti pr
ūppīḷetvā,ind,
uppīḷita,uppīḷit,a pp
uppoṭhana,uppoṭhan,aṃ nt
uppoṭhesi,uppoṭh,esi aor
uppoṭheti,uppoṭh,eti pr
uppoṭhita,uppoṭhit,a pp
urabbha,urabbh,a m
urabbhaghātaka,urabbhaghātak,a m
uracakka,uracakk,aṃ nt
uracchada,uracchad,a m
uraga,urag,a m
uras,ur,as m
urattāḷiṃ,ind,
ūraṭṭhi,ūraṭṭh,iṃ nt
uru,ur,u adj
ūru,ūr,u1 m
urūḷhavā,urūḷhav,antu m
urunda,urund,a adj
ūrupabba,ūrupabb,aṃ nt
ūsa,ūs,a m
usabha 1,usabh,a m
usabha 2,usabh,a m
usabha 3,usabh,a m
ūsara,ūsar,a adj
usīra,usīr,aṃ nt
usīramaya,usīramay,a adj
usīranāḷamatta,usīranāḷamatt,a adj
usīranāḷimatta,usīranāḷimatt,a adj
usmā,usm,ā f
usmīkata,usmīkat,a adj
usmudakajāta,usmudakajāt,a adj
ussa,uss,a adj
ussada 1,ussad,a adj
ussada 2,ussad,a m
ussada 3,ussad,a m
ussādana,ussādan,aṃ nt
ussādeti,ussād,eti pr
ussādetvā,ind,
ussāha,ussāh,a m
ussahana,ussahan,aṃ nt
ussahanta,ussah,anta prp
ussahati 1,ussah,ati pr
ussahati 2,ussah,ati pr
ussāhavant,ussāhav,ant adj
ussāhesi,ussāh,esi aor
ussāheti,ussāh,eti pr
ussāhetvā,ind,
ussahi,ussah,i aor
ussāhita,ussāhit,a pp
ussajjitvā,ind,
ussaṅkha,ussaṅkh,a adj
ussaṅkhapāda,ussaṅkhapād,a adj
ussaṅkī,ussaṅk,ī adj
ussanna,ussann,a adj
ussannatā,ussannat,ā f
ussāpana,ussāpan,aṃ nt
ussāpesi,ussāp,esi aor
ussāpeti,ussāp,eti pr
ussāpetvā,ind,
ussāpita,ussāpit,a pp
ussāraṇā,ussāraṇ,ā f
ussāresi,ussār,esi aor
ussāreti,ussār,eti pr
ussāretvā,ind,
ussārita,ussārit,a pp
ussava,ussav,a m
ussāva,ussāv,a m
ussāvabindu,ussāvabind,uṃ nt
usseneti,ussen,eti pr
ussīdati,ussīd,ati pr
ussiñcana,ussiñcan,aṃ nt
ussiñcati,ussiñc,ati pr
ussiñci,ussiñc,i aor
ussineti,ussin,eti pr
ussīsaka,ussīsak,aṃ nt
ussita,ussit,a pp
ussoḷhi,ussoḷh,i f
ussuka,ussuk,a adj
ussukka,ussukk,aṃ nt
ussukkāpesi,ussukkāp,esi aor
ussukkāpeti,ussukkāp,eti pr
ussukkati,ussukk,ati pr
ussukki,ussukk,i aor
ussūra,ussūr,aṃ nt
ussūraseyyā,ussūraseyy,ā f
ussussati,ussuss,ati pr
ussussi,ussuss,i aor
usu,us,u1 m
usukāra,usukār,a m
usūyā,usūy,ā f
usūyaka,usūyak,a adj
usūyanā,usūyan,ā f
usūyati,usūy,ati pr
usūyi,usūy,i aor
utrāsa,utrās,a m
utta 1,utt,aṃ nt
utta 2,utt,a pp
utta 3,utt,aṃ nt
uttama 1,uttam,a adj
uttama 2,uttam,a adj
uttamadamathasamathamanuppatta,uttamadamathasamathamanuppatt,a adj
uttamaṅga,uttamaṅg,aṃ nt
uttamaṅgaruha,uttamaṅgaruh,aṃ nt
uttamaporisa,uttamaporis,a m
uttamapurisa 1,uttamapuris,a m
uttamapurisa 2,uttamapuris,a m
uttamattha,uttamatth,a m
uttamatthassa pattiyā,ind,
uttāna 1,uttān,a adj
uttāna 2,uttān,a adj
uttānaka,uttānak,a adj
uttānaseyyaka,uttānaseyyak,a adj
uttaṇḍula,uttaṇḍul,a adj
uttānī karoti,uttānī kar,oti pr
uttānīkamma,uttānīkamm,aṃ nt
uttānīkaraṇa,uttānīkaraṇ,aṃ nt
uttānīkari,uttānīkar,i aor
uttānīkaroti,uttānīkar,oti pr
uttānīkātabba,uttānīkātabb,a ptp
uttānīkātuṃ,ind,
uttānīkatvā,ind,
uttāpesi,uttāp,esi aor
uttāpeti,uttāp,eti pr
uttarā,uttar,ā f
uttara 1,uttar,a adj
uttara 2,uttar,a adj
uttara 3,uttar,a adj
uttara 4,uttar,aṃ nt
uttara 5,uttar,aṃ nt
uttara 6,uttar,aṃ nt
uttara 7,uttar,aṃ nt
uttaracchada,uttaracchad,a m
uttaraṇa,uttaraṇ,aṃ nt
uttarapada,uttarapad,aṃ nt
uttarāsaṅga,uttarāsaṅg,a m
uttarasetu,uttaraset,u1 m
uttarasīsaka,uttarasīsak,a adj
uttarasve,ind,
uttarati,uttar,ati pr
uttarattharaṇa,uttarattharaṇ,aṃ nt
bhūmattharaṇa,bhūmattharaṇ,aṃ nt
uttāresi,uttār,esi aor
uttāreti,uttār,eti pr
uttari 1,uttar,i adj
uttari 2,ind,
uttari 3,uttar,i aor
uttaribhaṅga,uttaribhaṅg,a m
uttarichappañcavācā,uttarichappañcavāc,ā f
uttaridirattatirattaṃ,ind,
uttarikaraṇīya,uttarikaraṇīy,aṃ nt
uttariṃ,ind,
uttarimanussadhamma,uttarimanussadhamm,a m
uttariṃkaraṇīya,uttariṃkaraṇīy,aṃ nt
uttariñca,ind,
uttarisāṭaka,uttarisāṭak,a m
uttaritara,uttaritar,a adj
uttarīya,uttarīy,aṃ nt
uttāsa,uttās,a m
uttasana,uttasan,aṃ nt
uttāsana,uttāsan,aṃ nt
uttasati,uttas,ati pr
uttāsesi,uttās,esi aor
uttāseti,uttās,eti pr
uttasi,uttas,i aor
uttāsita,uttāsit,a pp
uttasta,uttast,a pp
uttatta,uttatt,a pp
uṭṭhahanta,uṭṭhah,anta prp
uṭṭhahati 1,uṭṭhah,ati pr
uṭṭhahati 2,uṭṭhah,ati pr
uṭṭhahati ghaṭati vāyamati,ind,
uṭṭhahi 1,uṭṭhah,i aor
uṭṭhahi 2,uṭṭhah,i aor
uṭṭhahitvā,ind,
uṭṭhāna 1,uṭṭhān,aṃ nt
uṭṭhāna 2,uṭṭhān,aṃ nt
uṭṭhānaka,uṭṭhānak,a adj
uṭṭhānakāla,uṭṭhānakāl,a m
uṭṭhānasaññā,uṭṭhānasaññ,ā f
uṭṭhānavant,uṭṭhānav,ant adj
uṭṭhānavīriya,uṭṭhānavīriy,aṃ nt
uṭṭhānavīriyādhigata,uṭṭhānavīriyādhigat,a adj
uṭṭhāpesi,uṭṭhāp,esi aor
uṭṭhāpeti,uṭṭhāp,eti pr
uṭṭhāsi,uṭṭh,āti pr
uṭṭhāsu,uṭṭhās,u1 m
uṭṭhāya,ind,
uṭṭhāyaka,uṭṭhāyak,a adj
uṭṭhāyāsanā,ind,
uṭṭhāyikā,uṭṭhāyik,ā f
uṭṭhehi,uṭṭh,etu imp
uṭṭhita 1,uṭṭhit,a pp
uṭṭhita 2,uṭṭhit,a pp
uttiṇa,uttiṇ,a adj
uttiṇṇa 1,uttiṇṇ,a pp
uttiṇṇa 2,uttiṇṇ,a pp
uttiṭṭhati,uttiṭṭh,ati pr
uttrāsī,uttrās,ī adj
uttrasta,uttrast,a pp
utu 1,ut,u1 m
utu 2,ut,u1 m
utu 3,ut,u1 m
utuguṇa,utuguṇ,a m
utukāla,utukāl,a m
utukkhāna,utukkhān,aṃ nt
utunī,utun,ī f
utuparissaya,utuparissay,a m
utusappāya,utusappāy,a m
uyyama,uyyam,a m
uyyāna,uyyān,aṃ nt
uyyānabhūmi,uyyānabhūm,i f
uyyānagata,uyyānagat,a adj
uyyānakīḷā,uyyānakīḷ,ā f
uyyānanissita,uyyānanissit,a adj
uyyānapāla,uyyānapāl,a m
uyyāpeti,uyyāp,eti pr
uyyodhika,uyyodhik,aṃ nt
uyyoga 1,uyyog,a m
uyyoga 2,uyyog,a m
uyyogamukha,uyyogamukh,aṃ nt
uyyojana,uyyojan,aṃ nt
uyyojanika,uyyojanik,aṃ nt
uyyojesi 1,uyyoj,esi aor
uyyojesi 2,uyyoj,esi aor
uyyojeti,uyyoj,eti pr
uyyojetabba,uyyojetabb,a ptp
uyyojita,uyyojit,a pp
uyyuñjana,uyyuñjan,aṃ nt
uyyuñjanta,uyyuñj,anta prp
uyyuñjati 1,uyyuñj,ati pr
uyyuñjati 2,uyyuñj,ati pr
uyyuñji,uyyuñj,i aor
uyyutta 1,uyyutt,a adj
uyyutta 2,uyyutt,a pp
va 1,ind,
va 2,ind,
va 3,ind,
va 4,ind,
va 5,v,a m
vā 1,ind,
vā 2,ind,
vā 3,ind,
vā pana,ind,
vacā,vac,ā f
vāca,vāc,a adj
vācā,vāc,ā f
vaca 2,vac,a m
vācā bhinnā,ind,
vācaka,vācak,a m
vācāla,vācāl,a adj
vācaṃ bhindati,vācaṃ bhind,ati pr
vācaṃ nicchāreti,ind,
vācana,vācan,aṃ nt
vacana 1,vacan,aṃ nt
vacana 2,vacan,aṃ nt
vacana 3,vacan,aṃ nt
vacana 4,vacan,aṃ nt
vacana 5,vacan,aṃ nt
vacanabyattaya,vacanabyattay,a m
vācanaka,vācanak,aṃ nt
vacanakara,vacanakar,a adj
vacanakkhama,vacanakkham,a adj
vacanaṃ karoti,vacanaṃ kar,oti pr
vacanāmagga,vacanāmagg,a m
vacananīya,vacananīy,a adj
vacanapatha,vacanapath,a m
vacanattha,vacanatth,a m
vacanīya 1,vacanīy,a ptp
vacanīya 2,vacanīy,a ptp
vācānurakkhī,vācānurakkh,ī adj
vacas 1,vac,as m
vacasa,vacas,a adj
vacasā,vac,as m
vacasā paricita,vacasā paricit,a adj
vācasika 1,vācasik,a adj
vācasika 2,vācasik,aṃ nt
vacatta,vacatt,aṃ nt
vācāyata,vācāyat,a adj
vacca,vacc,aṃ nt
vaccaghaṭa,vaccaghaṭ,a m
